text,label,language,source
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको अर्डर #16572 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 1980-07-19 हो।,Safe,NP,chatgpt
तपाईंको अर्डर #50888 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 2022-11-21 हो।,Safe,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको बैंक खातामा शंकास्पद गतिविधि भेटियो। तुरुन्त [लिङ्क] मा गएर प्रमाणित गर्नुहोस्।,Phishing,NP,chatgpt
भोलिको बैठक 13:40:52 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
असामान्य लगइन प्रयास भेटिएको छ। आफ्नो खाता सुरक्षित गर्न https://verify-nepal-secure.com प्रयोग गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको सामाजिक सञ्जाल खाता हटाइने अवस्थामा छ। बचाउन https://fakebank-update.net मा लगइन गर्नुहोस्।,Phishing,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://verify-nepal-secure.com मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
असामान्य लगइन प्रयास भेटिएको छ। आफ्नो खाता सुरक्षित गर्न https://delivery-check-now.org प्रयोग गर्नुहोस्।,Phishing,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
भोलिको बैठक 09:17:57 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
हाम्रो मासिक समाचारपत्र पढ्नुभएकोमा धन्यवाद।,Safe,NP,chatgpt
तपाईंको इमेलमा सुरक्षा समस्या पत्ता लागेको छ। तुरुन्त https://delivery-check-now.org मा प्रमाणीकरण गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको इमेलमा सुरक्षा समस्या पत्ता लागेको छ। तुरुन्त [लिङ्क] मा प्रमाणीकरण गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको टिकट सफलतापूर्वक बुक गरिएको छ। यात्रा विवरण पछि पठाइनेछ।,Safe,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://fakebank-update.net मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
हाम्रो मासिक समाचारपत्र पढ्नुभएकोमा धन्यवाद।,Safe,NP,chatgpt
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न https://delivery-check-now.org मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको अर्डर #57303 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 2007-09-05 हो।,Safe,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://delivery-check-now.org मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://delivery-check-now.org खोल्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://verify-nepal-secure.com खोल्नुहोस्।,Phishing,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
सरकारी कर फिर्ता प्राप्त गर्न अहिले https://verify-nepal-secure.com मा आफ्नो विवरण अपडेट गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद।,Safe,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको इमेलमा सुरक्षा समस्या पत्ता लागेको छ। तुरुन्त https://delivery-check-now.org मा प्रमाणीकरण गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://verify-nepal-secure.com मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://नक्कली-लिङ्क.कम मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
सरकारी कर फिर्ता प्राप्त गर्न अहिले [लिङ्क] मा आफ्नो विवरण अपडेट गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको इमेलमा सुरक्षा समस्या पत्ता लागेको छ। तुरुन्त https://fakebank-update.net मा प्रमाणीकरण गर्नुहोस्।,Phishing,NP,chatgpt
भोलिको बैठक 16:28:40 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
सरकारी कर फिर्ता प्राप्त गर्न अहिले https://verify-nepal-secure.com मा आफ्नो विवरण अपडेट गर्नुहोस्।,Phishing,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://fakebank-update.net मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको इमेलमा सुरक्षा समस्या पत्ता लागेको छ। तुरुन्त https://नक्कली-लिङ्क.कम मा प्रमाणीकरण गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
भोलिको बैठक 02:01:42 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। [लिङ्क] मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://fakebank-update.net खोल्नुहोस्।,Phishing,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
हाम्रो मासिक समाचारपत्र पढ्नुभएकोमा धन्यवाद।,Safe,NP,chatgpt
तपाईंको बैंक खातामा शंकास्पद गतिविधि भेटियो। तुरुन्त https://verify-nepal-secure.com मा गएर प्रमाणित गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। [लिङ्क] मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न https://fakebank-update.net मा जानुहोस्।,Phishing,NP,chatgpt
भोलिको बैठक 02:47:41 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
भोलिको बैठक 13:22:43 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://delivery-check-now.org खोल्नुहोस्।,Phishing,NP,chatgpt
तपाईंको अर्डर #41571 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 2000-02-09 हो।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
सेवा सुधारका लागि नयाँ नीति लागू गरिएको छ। विवरण संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
तपाईंको टिकट सफलतापूर्वक बुक गरिएको छ। यात्रा विवरण पछि पठाइनेछ।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://delivery-check-now.org खोल्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
असामान्य लगइन प्रयास भेटिएको छ। आफ्नो खाता सुरक्षित गर्न https://verify-nepal-secure.com प्रयोग गर्नुहोस्।,Phishing,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://verify-nepal-secure.com मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको सामाजिक सञ्जाल खाता हटाइने अवस्थामा छ। बचाउन https://verify-nepal-secure.com मा लगइन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://verify-nepal-secure.com खोल्नुहोस्।,Phishing,NP,chatgpt
भोलिको बैठक 08:36:51 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
तपाईंको अर्डर #26545 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 2004-09-08 हो।,Safe,NP,chatgpt
तपाईंको सामाजिक सञ्जाल खाता हटाइने अवस्थामा छ। बचाउन https://fakebank-update.net मा लगइन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न https://delivery-check-now.org मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। [लिङ्क] मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न https://fakebank-update.net मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://fakebank-update.net मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
असामान्य लगइन प्रयास भेटिएको छ। आफ्नो खाता सुरक्षित गर्न https://fakebank-update.net प्रयोग गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://verify-nepal-secure.com मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको सामाजिक सञ्जाल खाता हटाइने अवस्थामा छ। बचाउन https://fakebank-update.net मा लगइन गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://नक्कली-लिङ्क.कम मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको अर्डर #56210 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 2014-11-09 हो।,Safe,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://नक्कली-लिङ्क.कम खोल्नुहोस्।,Phishing,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://verify-nepal-secure.com मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
भोलिको बैठक 10:04:23 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
हाम्रो मासिक समाचारपत्र पढ्नुभएकोमा धन्यवाद।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। [लिङ्क] मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://fakebank-update.net मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
हाम्रो मासिक समाचारपत्र पढ्नुभएकोमा धन्यवाद।,Safe,NP,chatgpt
तपाईंको सामाजिक सञ्जाल खाता हटाइने अवस्थामा छ। बचाउन https://delivery-check-now.org मा लगइन गर्नुहोस्।,Phishing,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको इमेलमा सुरक्षा समस्या पत्ता लागेको छ। तुरुन्त [लिङ्क] मा प्रमाणीकरण गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://verify-nepal-secure.com खोल्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न https://नक्कली-लिङ्क.कम मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको अर्डर #50492 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 1980-12-03 हो।,Safe,NP,chatgpt
तपाईंको पार्सल वितरण प्रक्रियामा छ। कृपया प्रतीक्षा गर्नुहोस्।,Safe,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको सामाजिक सञ्जाल खाता हटाइने अवस्थामा छ। बचाउन https://नक्कली-लिङ्क.कम मा लगइन गर्नुहोस्।,Phishing,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://नक्कली-लिङ्क.कम खोल्नुहोस्।,Phishing,NP,chatgpt
सरकारी कर फिर्ता प्राप्त गर्न अहिले https://fakebank-update.net मा आफ्नो विवरण अपडेट गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंले लटरी जित्नुभएको छ। पुरस्कार दाबी गर्न https://delivery-check-now.org मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
हाम्रो मासिक समाचारपत्र पढ्नुभएकोमा धन्यवाद।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://verify-nepal-secure.com मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
असामान्य लगइन प्रयास भेटिएको छ। आफ्नो खाता सुरक्षित गर्न https://verify-nepal-secure.com प्रयोग गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको अर्डर #89310 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 2019-06-06 हो।,Safe,NP,chatgpt
भुक्तानी असफल भएको कारण तपाईंको सेवा रोकिएको छ। https://fakebank-update.net मा कार्ड विवरण अद्यावधिक गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको बैंक खातामा शंकास्पद गतिविधि भेटियो। तुरुन्त [लिङ्क] मा गएर प्रमाणित गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको टिकट सफलतापूर्वक बुक गरिएको छ। यात्रा विवरण पछि पठाइनेछ।,Safe,NP,chatgpt
भोलिको बैठक 06:24:11 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://fakebank-update.net मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
हामीसँगको सहकार्यका लागि धन्यवाद। आगामी कार्यक्रममा भेटौंला।,Safe,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको बैंक खातामा शंकास्पद गतिविधि भेटियो। तुरुन्त [लिङ्क] मा गएर प्रमाणित गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://verify-nepal-secure.com खोल्नुहोस्।,Phishing,NP,chatgpt
भोलिको बैठक 23:36:37 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
तपाईंको टिकट सफलतापूर्वक बुक गरिएको छ। यात्रा विवरण पछि पठाइनेछ।,Safe,NP,chatgpt
तपाईंको टिकट सफलतापूर्वक बुक गरिएको छ। यात्रा विवरण पछि पठाइनेछ।,Safe,NP,chatgpt
तपाईंको मोबाइल बैंकिङ सेवा निलम्बन हुन लागेको छ। https://delivery-check-now.org मा गएर पहिचान पुष्टि गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको खाता अस्थायी रूपमा बन्द गरिएको छ। पुनः सक्रिय गर्न https://नक्कली-लिङ्क.कम खोल्नुहोस्।,Phishing,NP,chatgpt
सरकारी कर फिर्ता प्राप्त गर्न अहिले [लिङ्क] मा आफ्नो विवरण अपडेट गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको सदस्यता सफलतापूर्वक नवीकरण गरिएको छ। धन्यवाद।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
असामान्य लगइन प्रयास भेटिएको छ। आफ्नो खाता सुरक्षित गर्न https://delivery-check-now.org प्रयोग गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पार्सल रोकिएको छ। डेलिभरी शुल्क तिर्न [लिङ्क] मा जानुहोस्।,Phishing,NP,chatgpt
तपाईंको टिकट सफलतापूर्वक बुक गरिएको छ। यात्रा विवरण पछि पठाइनेछ।,Safe,NP,chatgpt
तपाईंको अर्डर #24371 सफलतापूर्वक पुष्टि गरिएको छ। अनुमानित डेलिभरी मिति 1983-07-01 हो।,Safe,NP,chatgpt
तपाईंको भुक्तानी सफलतापूर्वक प्राप्त भयो। रसिद संलग्न गरिएको छ।,Safe,NP,chatgpt
तपाईंको बैंक खातामा शंकास्पद गतिविधि भेटियो। तुरुन्त https://verify-nepal-secure.com मा गएर प्रमाणित गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको बैंक खातामा शंकास्पद गतिविधि भेटियो। तुरुन्त https://fakebank-update.net मा गएर प्रमाणित गर्नुहोस्।,Phishing,NP,chatgpt
तपाईंको पासवर्ड सफलतापूर्वक परिवर्तन गरिएको छ। कुनै कार्य आवश्यक छैन।,Safe,NP,chatgpt
भोलिको बैठक 10:53:30 बजेका लागि तय गरिएको छ। कृपया समयमै सहभागी हुनुहोस्।,Safe,NP,chatgpt
